position,position_number,unique_number,date,hour,x,y,z
CG,3,600521,2019-11-21 21:26:41+00:00,21,-0.234375,0.921875,-0.328125
CG,3,600521,2019-11-21 21:27:32+00:00,21,-0.234375,0.921875,-0.34375
CG,3,600521,2019-11-21 21:28:23+00:00,21,-0.21875,0.90625,-0.328125
CG,3,600521,2019-11-21 21:29:14+00:00,21,-0.234375,0.90625,-0.34375
CG,3,600521,2019-11-21 21:30:05+00:00,21,-0.234375,0.90625,-0.34375
CG,3,600521,2019-11-21 21:30:56+00:00,21,-0.21875,0.90625,-0.34375
CG,3,600521,2019-11-21 21:31:47+00:00,21,-0.21875,0.921875,-0.328125
CG,3,600521,2019-11-21 21:32:38+00:00,21,-0.234375,0.90625,-0.328125
CG,3,600521,2019-11-21 21:33:29+00:00,21,-0.234375,0.90625,-0.34375
CG,3,600521,2019-11-21 21:34:20+00:00,21,-0.234375,0.921875,-0.34375
CG,3,600521,2019-11-21 21:35:11+00:00,21,-0.234375,0.90625,-0.34375
CG,3,600521,2019-11-21 21:36:02+00:00,21,-0.25,0.90625,-0.3125
CG,3,600521,2019-11-21 21:36:53+00:00,21,-0.234375,0.90625,-0.34375
CG,3,600521,2019-11-21 21:37:44+00:00,21,-0.234375,0.90625,-0.328125
CG,3,600521,2019-11-21 21:38:35+00:00,21,-0.234375,0.921875,-0.34375
CG,3,600521,2019-11-21 21:39:26+00:00,21,-0.21875,0.921875,-0.3125
CG,3,600521,2019-11-21 21:40:17+00:00,21,-0.234375,0.90625,-0.328125
CG,3,600521,2019-11-21 21:41:08+00:00,21,-0.21875,0.90625,-0.359375
CG,3,600521,2019-11-21 21:41:59+00:00,21,-0.21875,0.90625,-0.328125
CG,3,600521,2019-11-21 21:42:50+00:00,21,-0.203125,0.921875,-0.328125
CG,3,600521,2019-11-21 21:43:41+00:00,21,-0.171875,0.953125,-0.25
CG,3,600521,2019-11-21 21:44:32+00:00,21,-0.1875,0.953125,-0.265625
CG,3,600521,2019-11-21 21:45:23+00:00,21,-0.203125,0.921875,-0.3125
CG,3,600521,2019-11-21 21:46:14+00:00,21,-0.203125,0.953125,-0.28125
CG,3,600521,2019-11-21 21:47:05+00:00,21,-0.171875,0.953125,-0.265625
CG,3,600521,2019-11-21 21:47:56+00:00,21,-0.1875,0.9375,-0.296875
CG,3,600521,2019-11-21 21:48:47+00:00,21,-0.1875,0.90625,-0.34375
CG,3,600521,2019-11-21 21:49:38+00:00,21,-0.21875,0.921875,-0.3125
CG,3,600521,2019-11-21 21:50:29+00:00,21,-0.203125,0.9375,-0.296875
CG,3,600521,2019-11-21 21:51:20+00:00,21,-0.21875,0.9375,-0.296875
CG,3,600521,2019-11-21 21:52:11+00:00,21,-0.203125,0.921875,-0.328125
CG,3,600521,2019-11-21 21:53:02+00:00,21,-0.203125,0.921875,-0.28125
CG,3,600521,2019-11-21 21:53:53+00:00,21,-0.203125,0.921875,-0.296875
CG,3,600521,2019-11-21 21:54:44+00:00,21,-0.203125,0.9375,-0.296875
CG,3,600521,2019-11-21 21:55:35+00:00,21,-0.1875,0.90625,-0.3125
CG,3,600521,2019-11-21 21:56:26+00:00,21,-0.203125,0.9375,-0.3125
CG,3,600521,2019-11-21 21:57:17+00:00,21,-0.1875,0.890625,-0.3125
CG,3,600521,2019-11-21 21:58:08+00:00,21,-0.203125,0.9375,-0.3125
CG,3,600521,2019-11-21 21:58:59+00:00,21,-0.21875,0.921875,-0.296875
CG,3,600521,2019-11-21 21:59:50+00:00,21,-0.21875,0.90625,-0.34375
CG,3,600521,2019-11-21 22:00:41+00:00,22,-0.203125,0.921875,-0.3125
CG,3,600521,2019-11-21 22:01:32+00:00,22,-0.21875,0.921875,-0.28125
CG,3,600521,2019-11-21 22:02:23+00:00,22,-0.203125,0.921875,-0.3125
CG,3,600521,2019-11-21 22:03:14+00:00,22,-0.21875,0.921875,-0.328125
CG,3,600721,2019-11-21 22:04:40+00:00,22,-0.03125,0.96875,-0.109375
CG,3,600721,2019-11-21 22:05:31+00:00,22,0.0,0.984375,0.28125
CG,3,600221,2019-11-21 22:11:26+00:00,22,-0.125,0.96875,0.0625
CG,3,600221,2019-11-21 22:12:17+00:00,22,-0.140625,0.96875,0.0625
CG,3,600221,2019-11-21 22:13:08+00:00,22,-0.109375,0.984375,0.140625
CG,3,600221,2019-11-21 22:13:59+00:00,22,-0.109375,0.96875,0.046875
CG,3,600221,2019-11-21 22:14:50+00:00,22,-0.125,0.9375,-0.03125
CG,3,600221,2019-11-21 22:15:41+00:00,22,-0.125,0.96875,-0.046875
CG,3,600221,2019-11-21 22:16:32+00:00,22,-0.109375,0.96875,-0.046875
CG,3,600221,2019-11-21 22:17:23+00:00,22,-0.125,0.96875,-0.125
CG,3,600221,2019-11-21 22:18:14+00:00,22,-0.125,0.953125,-0.09375
CG,3,600221,2019-11-21 22:19:05+00:00,22,-0.09375,0.96875,0.0
CG,3,600221,2019-11-21 22:19:56+00:00,22,-0.109375,0.953125,-0.03125
CG,3,600221,2019-11-21 22:20:47+00:00,22,-0.140625,0.953125,-0.03125
CG,3,600221,2019-11-21 22:21:38+00:00,22,-0.125,0.96875,0.0
CG,3,600221,2019-11-21 22:22:29+00:00,22,-0.125,0.953125,-0.015625
CG,3,600221,2019-11-21 22:23:20+00:00,22,-0.125,0.96875,-0.015625
CG,3,600221,2019-11-21 22:24:11+00:00,22,-0.109375,0.90625,0.0
CG,3,600221,2019-11-21 22:25:02+00:00,22,-0.125,0.96875,0.015625
CG,3,600221,2019-11-21 22:25:53+00:00,22,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 22:26:44+00:00,22,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 22:27:35+00:00,22,-0.109375,0.953125,0.0
CG,3,600221,2019-11-21 22:28:26+00:00,22,-0.125,0.9375,-0.03125
CG,3,600221,2019-11-21 22:29:17+00:00,22,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 22:30:08+00:00,22,-0.09375,0.96875,0.03125
CG,3,600221,2019-11-21 22:30:59+00:00,22,-0.140625,0.96875,0.015625
CG,3,600221,2019-11-21 22:31:50+00:00,22,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 22:32:41+00:00,22,-0.125,0.96875,0.015625
CG,3,600221,2019-11-21 22:33:32+00:00,22,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 22:34:23+00:00,22,-0.125,0.96875,0.03125
CG,3,600221,2019-11-21 22:35:14+00:00,22,-0.125,0.96875,0.03125
CG,3,600221,2019-11-21 22:36:05+00:00,22,-0.125,0.96875,0.015625
CG,3,600221,2019-11-21 22:36:56+00:00,22,-0.125,0.953125,0.0
CG,3,600221,2019-11-21 22:37:47+00:00,22,-0.09375,0.96875,0.046875
CG,3,600221,2019-11-21 22:38:38+00:00,22,-0.140625,0.96875,0.03125
CG,3,600221,2019-11-21 22:39:29+00:00,22,-0.125,0.953125,0.015625
CG,3,600221,2019-11-21 22:40:20+00:00,22,-0.125,0.953125,0.015625
CG,3,600221,2019-11-21 22:41:11+00:00,22,-0.15625,0.953125,0.0
CG,3,600221,2019-11-21 22:42:02+00:00,22,-0.15625,0.96875,0.03125
CG,3,600221,2019-11-21 22:42:53+00:00,22,-0.140625,0.96875,0.03125
CG,3,600221,2019-11-21 22:43:44+00:00,22,-0.140625,0.96875,0.046875
CG,3,600221,2019-11-21 22:44:35+00:00,22,-0.140625,0.953125,0.046875
CG,3,600221,2019-11-21 22:45:26+00:00,22,-0.15625,0.984375,0.03125
CG,3,600221,2019-11-21 22:46:17+00:00,22,-0.140625,0.953125,0.078125
CG,3,600221,2019-11-21 22:47:08+00:00,22,-0.203125,0.96875,-0.015625
CG,3,600221,2019-11-21 22:47:59+00:00,22,-0.171875,0.953125,-0.046875
CG,3,600221,2019-11-21 22:48:50+00:00,22,-0.171875,0.9375,0.0
CG,3,600221,2019-11-21 22:49:41+00:00,22,-0.171875,0.96875,-0.03125
CG,3,600221,2019-11-21 22:50:32+00:00,22,-0.1875,0.953125,-0.015625
CG,3,600221,2019-11-21 22:51:23+00:00,22,-0.1875,0.96875,0.03125
CG,3,600221,2019-11-21 22:52:14+00:00,22,-0.1875,0.953125,0.03125
CG,3,600221,2019-11-21 22:53:05+00:00,22,-0.171875,0.96875,0.015625
CG,3,600221,2019-11-21 22:53:56+00:00,22,-0.1875,0.96875,0.03125
CG,3,600221,2019-11-21 22:54:47+00:00,22,-0.1875,0.953125,0.0
CG,3,600221,2019-11-21 22:55:38+00:00,22,-0.1875,0.9375,0.015625
CG,3,600221,2019-11-21 22:56:29+00:00,22,-0.1875,0.96875,0.0625
CG,3,600221,2019-11-21 22:57:20+00:00,22,-0.171875,0.9375,0.03125
CG,3,600221,2019-11-21 22:58:11+00:00,22,-0.203125,0.90625,-0.03125
CG,3,600221,2019-11-21 22:59:02+00:00,22,-0.1875,0.984375,0.03125
CG,3,600221,2019-11-21 22:59:53+00:00,22,-0.15625,1.0,0.03125
CG,3,600221,2019-11-21 23:00:44+00:00,23,-0.1875,0.953125,-0.015625
CG,3,600221,2019-11-21 23:01:35+00:00,23,-0.1875,0.953125,0.0
CG,3,600221,2019-11-21 23:02:26+00:00,23,-0.15625,0.9375,-0.015625
CG,3,600221,2019-11-21 23:03:17+00:00,23,-0.078125,0.9375,-0.0625
CG,3,600221,2019-11-21 23:04:08+00:00,23,-0.109375,0.96875,0.015625
CG,3,600221,2019-11-21 23:04:59+00:00,23,-0.109375,0.953125,-0.0625
CG,3,600221,2019-11-21 23:05:50+00:00,23,-0.125,0.96875,0.015625
CG,3,600221,2019-11-21 23:06:41+00:00,23,-0.125,0.96875,0.0
CG,3,600221,2019-11-21 23:07:32+00:00,23,-0.078125,0.9375,-0.125
CG,3,600221,2019-11-21 23:08:23+00:00,23,-0.140625,0.96875,-0.0625
CG,3,600221,2019-11-21 23:09:14+00:00,23,-0.15625,0.96875,-0.046875
CG,3,600221,2019-11-21 23:10:05+00:00,23,-0.125,0.96875,-0.046875
CG,3,600221,2019-11-21 23:10:56+00:00,23,-0.125,0.953125,-0.03125
CG,3,600221,2019-11-21 23:11:47+00:00,23,-0.125,0.96875,-0.03125
CG,3,600221,2019-11-21 23:12:38+00:00,23,-0.109375,0.96875,-0.015625
CG,3,600221,2019-11-21 23:13:29+00:00,23,-0.15625,0.953125,-0.0625
CG,3,600221,2019-11-21 23:14:20+00:00,23,-0.140625,0.953125,-0.0625
CG,3,600221,2019-11-21 23:15:11+00:00,23,-0.125,0.96875,-0.03125
CG,3,600221,2019-11-21 23:16:02+00:00,23,-0.125,0.984375,0.0
CG,3,600221,2019-11-21 23:16:53+00:00,23,-0.125,0.96875,-0.03125
CG,3,600221,2019-11-21 23:17:44+00:00,23,-0.125,0.953125,-0.015625
CG,3,600221,2019-11-21 23:18:35+00:00,23,-0.125,0.96875,0.0
CG,3,600221,2019-11-21 23:19:26+00:00,23,-0.125,0.984375,0.046875
CG,3,600221,2019-11-21 23:20:17+00:00,23,-0.125,0.953125,0.03125
CG,3,600221,2019-11-21 23:21:08+00:00,23,-0.125,0.96875,0.046875
CG,3,600221,2019-11-21 23:21:59+00:00,23,-0.125,0.953125,0.0625
CG,3,600221,2019-11-21 23:22:50+00:00,23,-0.125,0.953125,0.0625
CG,3,600221,2019-11-21 23:23:41+00:00,23,-0.125,0.96875,0.046875
CG,3,600221,2019-11-21 23:24:32+00:00,23,0.015625,0.96875,0.046875
CG,3,600221,2019-11-21 23:25:23+00:00,23,-0.125,0.96875,0.078125
CG,3,600221,2019-11-21 23:26:14+00:00,23,-0.078125,0.984375,0.078125
CG,3,600221,2019-11-21 23:27:05+00:00,23,-0.140625,0.984375,0.078125
CG,3,600221,2019-11-21 23:27:56+00:00,23,-0.125,0.953125,0.046875
CG,3,600221,2019-11-21 23:28:47+00:00,23,-0.109375,0.953125,0.0625
CG,3,600221,2019-11-21 23:29:38+00:00,23,-0.140625,0.953125,0.0625
CG,3,600221,2019-11-21 23:30:29+00:00,23,-0.125,0.96875,0.078125
CG,3,600221,2019-11-21 23:31:20+00:00,23,-0.125,0.953125,0.0625
CG,3,600221,2019-11-21 23:32:11+00:00,23,-0.125,0.96875,0.0625
CG,3,600221,2019-11-21 23:33:02+00:00,23,-0.125,0.953125,0.078125
CG,3,600221,2019-11-21 23:33:53+00:00,23,-0.125,0.96875,0.09375
CD,2,600721,2019-11-21 23:38:38+00:00,23,-0.265625,-0.859375,-0.40625
CD,2,600721,2019-11-21 23:39:24+00:00,23,-0.265625,-0.859375,-0.4375
CV,1,600721,2019-11-21 23:42:47+00:00,23,0.0,0.265625,-0.9375
CV,1,600721,2019-11-21 23:45:24+00:00,23,-0.203125,-0.46875,-0.796875
CV,1,600721,2019-11-21 23:50:23+00:00,23,-0.09375,0.671875,-0.6875
CV,1,600521,2019-11-21 23:57:26+00:00,23,-0.46875,-0.265625,-0.859375
D,7,600522,2019-11-22 00:01:53+00:00,0,-0.453125,-0.171875,-0.890625
D,7,600522,2019-11-22 00:02:04+00:00,0,-0.421875,-0.265625,-0.859375
D,7,600522,2019-11-22 00:02:15+00:00,0,-0.34375,-0.359375,-0.8125
D,7,600522,2019-11-22 00:02:26+00:00,0,-0.359375,-0.140625,-0.90625
D,7,600522,2019-11-22 00:02:37+00:00,0,-0.34375,-0.25,-0.90625
D,7,600522,2019-11-22 00:02:48+00:00,0,-0.421875,-0.3125,-0.859375
D,7,600522,2019-11-22 00:02:59+00:00,0,-0.453125,-0.171875,-0.84375
D,7,600522,2019-11-22 00:03:10+00:00,0,-0.4375,-0.171875,-0.84375
D,7,600522,2019-11-22 00:03:21+00:00,0,-0.4375,-0.25,-0.84375
D,7,600522,2019-11-22 00:03:32+00:00,0,-0.453125,-0.1875,-0.859375
D,7,600522,2019-11-22 00:03:43+00:00,0,-0.390625,-0.171875,-0.84375
CV,1,600522,2019-11-22 00:17:37+00:00,0,-0.234375,-0.71875,-0.640625
CV,1,600522,2019-11-22 00:18:13+00:00,0,-0.234375,-0.703125,-0.640625
CV,1,600522,2019-11-22 00:18:49+00:00,0,-0.234375,-0.71875,-0.65625
CV,1,600522,2019-11-22 00:19:25+00:00,0,-0.21875,-0.703125,-0.640625
CV,1,600522,2019-11-22 00:20:01+00:00,0,-0.21875,-0.71875,-0.640625
CV,1,600522,2019-11-22 00:20:37+00:00,0,-0.203125,-0.71875,-0.65625
CV,1,600522,2019-11-22 00:21:13+00:00,0,-0.21875,-0.734375,-0.65625
CV,1,600522,2019-11-22 00:21:49+00:00,0,-0.203125,-0.703125,-0.640625
CV,1,600522,2019-11-22 00:52:38+00:00,0,-0.03125,-0.125,-0.984375
CV,1,600522,2019-11-22 00:53:14+00:00,0,-0.03125,-0.125,-0.984375
CV,1,600522,2019-11-22 00:53:50+00:00,0,0.15625,-0.15625,-0.953125
CV,1,600522,2019-11-22 00:54:26+00:00,0,-0.078125,-0.046875,-0.984375
CV,1,600522,2019-11-22 00:55:02+00:00,0,-0.046875,0.0,-0.984375
CV,1,600522,2019-11-22 00:55:38+00:00,0,-0.0625,-0.03125,-0.984375
CV,1,600522,2019-11-22 00:56:14+00:00,0,-0.0625,-0.046875,-0.953125
CV,1,600522,2019-11-22 00:56:50+00:00,0,-0.046875,-0.03125,-0.96875
CV,1,600522,2019-11-22 00:57:26+00:00,0,-0.046875,-0.046875,-0.96875
CV,1,600522,2019-11-22 00:58:02+00:00,0,-0.0625,-0.046875,-0.984375
CV,1,600522,2019-11-22 00:58:38+00:00,0,-0.046875,-0.03125,-0.96875
CV,1,600522,2019-11-22 00:59:14+00:00,0,-0.046875,-0.03125,-0.96875
CV,1,600522,2019-11-22 00:59:50+00:00,0,-0.046875,-0.046875,-0.96875
CV,1,600522,2019-11-22 01:00:26+00:00,1,-0.046875,-0.046875,-0.96875
CV,1,600522,2019-11-22 01:01:02+00:00,1,-0.046875,-0.03125,-0.984375
CV,1,600522,2019-11-22 01:01:38+00:00,1,-0.03125,-0.046875,-0.96875
CV,1,600522,2019-11-22 01:02:14+00:00,1,-0.046875,-0.046875,-0.953125
CV,1,600522,2019-11-22 01:30:17+00:00,1,-0.140625,-0.359375,-0.890625
CV,1,600522,2019-11-22 01:30:53+00:00,1,-0.140625,-0.328125,-0.90625
CV,1,600522,2019-11-22 01:31:29+00:00,1,-0.140625,-0.34375,-0.921875
CV,1,600522,2019-11-22 01:32:05+00:00,1,-0.140625,-0.328125,-0.90625
CV,1,600522,2019-11-22 01:32:41+00:00,1,-0.140625,-0.328125,-0.90625
CV,1,600522,2019-11-22 01:33:17+00:00,1,-0.140625,-0.421875,-0.84375
D,7,600222,2019-11-22 02:22:32+00:00,2,-0.40625,0.015625,-0.953125
D,7,600222,2019-11-22 02:22:43+00:00,2,-0.640625,-0.046875,-0.8125
D,7,600222,2019-11-22 02:22:54+00:00,2,-0.5625,-0.375,-0.75
D,7,600222,2019-11-22 02:23:05+00:00,2,-0.1875,-0.5625,-0.84375
CV,1,600222,2019-11-22 02:26:38+00:00,2,-0.171875,-0.515625,-0.84375
CV,1,600222,2019-11-22 02:34:26+00:00,2,-0.171875,-0.5,-0.859375
CV,1,600222,2019-11-22 02:35:02+00:00,2,-0.171875,-0.5,-0.859375
CV,1,600222,2019-11-22 02:35:38+00:00,2,-0.1875,-0.5,-0.859375
CV,1,600222,2019-11-22 02:36:14+00:00,2,-0.1875,-0.484375,-0.859375
CV,1,600222,2019-11-22 02:36:50+00:00,2,-0.1875,-0.484375,-0.859375
CD,2,600522,2019-11-22 03:12:43+00:00,3,-0.15625,-0.96875,0.140625
CD,2,600522,2019-11-22 03:13:29+00:00,3,-0.140625,-0.96875,0.140625
CD,2,600522,2019-11-22 03:14:15+00:00,3,-0.140625,-0.984375,0.125
CD,2,600222,2019-11-22 03:14:40+00:00,3,-0.125,-0.90625,-0.328125
CD,2,600222,2019-11-22 03:15:26+00:00,3,-0.109375,-0.890625,-0.359375
CD,2,600222,2019-11-22 03:16:12+00:00,3,-0.125,-0.90625,-0.34375
CD,2,600222,2019-11-22 03:16:58+00:00,3,-0.09375,-0.921875,-0.34375
CD,2,600222,2019-11-22 03:17:44+00:00,3,-0.125,-0.921875,-0.34375
CD,2,600222,2019-11-22 03:18:30+00:00,3,-0.125,-0.890625,-0.359375
CD,2,600222,2019-11-22 03:19:16+00:00,3,-0.140625,-0.90625,-0.34375
CD,2,600222,2019-11-22 03:20:02+00:00,3,-0.109375,-0.890625,-0.375
CD,2,600222,2019-11-22 03:20:48+00:00,3,-0.125,-0.921875,-0.34375
CD,2,600222,2019-11-22 03:21:34+00:00,3,-0.125,-0.921875,-0.34375
CD,2,600222,2019-11-22 03:22:20+00:00,3,-0.125,-0.921875,-0.34375
CD,2,600222,2019-11-22 03:23:06+00:00,3,-0.125,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:23:52+00:00,3,-0.125,-0.90625,-0.34375
CD,2,600222,2019-11-22 03:24:38+00:00,3,-0.125,-0.890625,-0.375
CD,2,600222,2019-11-22 03:25:24+00:00,3,-0.109375,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:26:10+00:00,3,-0.125,-0.890625,-0.359375
CD,2,600222,2019-11-22 03:26:56+00:00,3,-0.09375,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:27:42+00:00,3,-0.125,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:28:28+00:00,3,-0.125,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:29:14+00:00,3,-0.125,-0.90625,-0.359375
CD,2,600222,2019-11-22 03:30:00+00:00,3,-0.109375,-0.90625,-0.34375
CD,2,600522,2019-11-22 03:30:57+00:00,3,-0.1875,-1.0,0.109375
CD,2,600522,2019-11-22 03:31:43+00:00,3,-0.15625,-0.96875,0.125
CD,2,600522,2019-11-22 03:32:29+00:00,3,-0.15625,-0.984375,0.125
CD,2,600522,2019-11-22 03:33:15+00:00,3,-0.15625,-0.984375,0.09375
CD,2,600522,2019-11-22 03:34:01+00:00,3,-0.15625,-0.984375,0.171875
CD,2,600522,2019-11-22 03:34:47+00:00,3,-0.140625,-0.96875,0.140625
CD,2,600522,2019-11-22 03:35:33+00:00,3,-0.125,-0.984375,0.15625
CD,2,600522,2019-11-22 03:36:19+00:00,3,-0.140625,-0.984375,0.15625
CD,2,600522,2019-11-22 03:37:05+00:00,3,-0.140625,-0.96875,0.15625
CD,2,600522,2019-11-22 03:37:51+00:00,3,-0.15625,-0.96875,0.140625
CD,2,600522,2019-11-22 03:38:37+00:00,3,-0.140625,-0.96875,0.15625
CD,2,600522,2019-11-22 03:39:23+00:00,3,-0.15625,-0.984375,0.140625
CD,2,600522,2019-11-22 03:40:09+00:00,3,-0.140625,-0.984375,0.15625
CD,2,600522,2019-11-22 03:40:55+00:00,3,-0.140625,-0.984375,0.15625
CD,2,600522,2019-11-22 03:41:41+00:00,3,-0.125,-0.96875,0.140625
CD,2,600522,2019-11-22 03:42:27+00:00,3,-0.140625,-0.96875,0.15625
CD,2,600522,2019-11-22 03:43:13+00:00,3,-0.140625,-0.984375,0.140625
CD,2,600522,2019-11-22 03:43:59+00:00,3,-0.15625,-0.984375,0.078125
CD,2,600522,2019-11-22 03:44:45+00:00,3,-0.125,-0.984375,0.140625
CD,2,600522,2019-11-22 03:45:31+00:00,3,-0.09375,-1.0,0.09375
CD,2,600522,2019-11-22 03:46:17+00:00,3,-0.078125,-1.0,0.140625
CD,2,600522,2019-11-22 03:47:03+00:00,3,-0.140625,-0.984375,0.15625
CD,2,600522,2019-11-22 03:47:49+00:00,3,-0.140625,-0.984375,0.140625
CD,2,600522,2019-11-22 03:48:35+00:00,3,-0.078125,-0.984375,0.15625
CD,2,600522,2019-11-22 03:49:21+00:00,3,-0.125,-0.96875,0.15625
CD,2,600522,2019-11-22 03:50:07+00:00,3,-0.109375,-0.984375,0.1875
CD,2,600522,2019-11-22 03:50:53+00:00,3,-0.109375,-0.96875,0.1875
CD,2,600522,2019-11-22 03:51:39+00:00,3,-0.109375,-0.953125,0.203125
CD,2,600522,2019-11-22 03:52:25+00:00,3,-0.109375,-0.984375,0.1875
CD,2,600522,2019-11-22 03:53:11+00:00,3,-0.125,-0.96875,0.21875
CD,2,600522,2019-11-22 03:53:57+00:00,3,-0.109375,-0.96875,0.1875
CD,2,600522,2019-11-22 03:54:43+00:00,3,-0.109375,-0.953125,0.21875
CD,2,600522,2019-11-22 03:55:29+00:00,3,-0.109375,-0.96875,0.25
CD,2,600522,2019-11-22 03:56:15+00:00,3,-0.09375,-1.0,0.171875
CD,2,600522,2019-11-22 03:57:01+00:00,3,-0.0625,-0.984375,0.140625
CD,2,600522,2019-11-22 03:57:47+00:00,3,-0.078125,-0.984375,0.171875
CD,2,600522,2019-11-22 03:58:33+00:00,3,-0.0625,-1.0,0.046875
D,7,600222,2019-11-22 04:03:55+00:00,1,-0.625,0.4375,-0.828125
D,7,600222,2019-11-22 04:04:06+00:00,1,-0.171875,0.5,-0.84375
D,7,600222,2019-11-22 04:04:17+00:00,1,-0.1875,0.5625,-0.8125
CV,1,600222,2019-11-22 04:08:40+00:00,1,-0.203125,0.609375,-0.765625
CV,1,600222,2019-11-22 04:09:16+00:00,1,-0.203125,0.609375,-0.78125
CV,1,600222,2019-11-22 04:09:52+00:00,1,-0.203125,0.609375,-0.765625
CV,1,600522,2019-11-22 05:31:12+00:00,5,-0.140625,0.109375,-0.96875
CG,3,600222,2019-11-22 05:43:46+00:00,5,-0.21875,0.9375,-0.140625
CG,3,600222,2019-11-22 05:44:37+00:00,5,-0.21875,0.921875,-0.21875
CG,3,600222,2019-11-22 05:45:28+00:00,5,-0.234375,0.921875,-0.171875
CG,3,600222,2019-11-22 05:46:19+00:00,5,-0.21875,0.921875,-0.1875
CG,3,600222,2019-11-22 05:47:10+00:00,5,-0.203125,0.9375,-0.15625
CG,3,600222,2019-11-22 05:48:01+00:00,5,-0.234375,0.921875,-0.15625
CG,3,600222,2019-11-22 05:48:52+00:00,5,-0.234375,0.953125,-0.125
CG,3,600222,2019-11-22 05:49:43+00:00,5,-0.21875,0.9375,-0.140625
CG,3,600222,2019-11-22 05:50:34+00:00,5,-0.1875,0.953125,-0.15625
CG,3,600222,2019-11-22 05:51:25+00:00,5,-0.171875,0.953125,-0.171875
CG,3,600222,2019-11-22 05:52:16+00:00,5,-0.1875,0.9375,-0.15625
CG,3,600222,2019-11-22 05:53:07+00:00,5,-0.15625,0.953125,-0.15625
CG,3,600222,2019-11-22 05:53:58+00:00,5,-0.1875,0.953125,-0.15625
CG,3,600222,2019-11-22 05:54:49+00:00,5,-0.1875,0.9375,-0.15625
CG,3,600222,2019-11-22 05:55:40+00:00,5,-0.1875,0.953125,-0.15625
CG,3,600222,2019-11-22 05:56:31+00:00,5,-0.171875,0.9375,-0.125
CG,3,600222,2019-11-22 05:57:22+00:00,5,-0.125,0.9375,0.0
CG,3,600222,2019-11-22 05:58:13+00:00,5,-0.125,0.984375,0.171875
CG,3,600222,2019-11-22 05:59:04+00:00,5,-0.140625,0.9375,-0.015625
CG,3,600222,2019-11-22 05:59:55+00:00,5,-0.15625,0.96875,-0.046875
CG,3,600222,2019-11-22 06:00:46+00:00,6,-0.15625,0.953125,0.03125
CG,3,600222,2019-11-22 06:01:37+00:00,6,-0.15625,0.953125,-0.03125
CG,3,600222,2019-11-22 06:02:28+00:00,6,-0.15625,0.953125,-0.078125
CG,3,600222,2019-11-22 06:03:19+00:00,6,-0.1875,0.9375,-0.140625
CG,3,600222,2019-11-22 06:04:10+00:00,6,-0.1875,0.9375,-0.203125
CG,3,600222,2019-11-22 06:05:01+00:00,6,-0.203125,0.9375,-0.203125
CG,3,600222,2019-11-22 06:05:52+00:00,6,-0.1875,0.9375,-0.171875
CG,3,600222,2019-11-22 06:06:43+00:00,6,-0.171875,0.921875,-0.21875
CG,3,600222,2019-11-22 06:07:34+00:00,6,-0.1875,0.953125,-0.171875
CG,3,600222,2019-11-22 06:08:25+00:00,6,-0.203125,0.9375,-0.15625
CG,3,600222,2019-11-22 06:09:16+00:00,6,-0.203125,0.9375,-0.15625
CG,3,600222,2019-11-22 06:10:07+00:00,6,-0.1875,0.921875,-0.15625
CG,3,600222,2019-11-22 06:10:58+00:00,6,-0.1875,0.953125,-0.140625
CG,3,600222,2019-11-22 06:11:49+00:00,6,-0.1875,0.9375,-0.15625
CG,3,600222,2019-11-22 06:12:40+00:00,6,-0.1875,0.953125,-0.125
CG,3,600222,2019-11-22 06:13:31+00:00,6,-0.203125,0.953125,-0.125
CG,3,600222,2019-11-22 06:14:22+00:00,6,-0.171875,0.953125,-0.140625
CG,3,600222,2019-11-22 06:15:13+00:00,6,-0.21875,0.921875,-0.203125
CG,3,600222,2019-11-22 06:16:04+00:00,6,-0.171875,0.9375,-0.171875
CG,3,600222,2019-11-22 06:16:55+00:00,6,-0.15625,0.953125,-0.140625
CG,3,600222,2019-11-22 06:17:46+00:00,6,-0.15625,0.953125,-0.15625
CG,3,600222,2019-11-22 06:18:37+00:00,6,-0.15625,0.953125,-0.140625
CG,3,600222,2019-11-22 06:19:28+00:00,6,-0.15625,0.9375,-0.171875
CG,3,600222,2019-11-22 06:20:19+00:00,6,-0.140625,0.953125,-0.15625
CG,3,600222,2019-11-22 06:21:10+00:00,6,-0.15625,0.9375,-0.15625
CG,3,600222,2019-11-22 06:22:01+00:00,6,-0.171875,0.953125,-0.15625
CG,3,600222,2019-11-22 06:22:52+00:00,6,-0.15625,0.9375,-0.15625
CG,3,600222,2019-11-22 06:23:43+00:00,6,-0.15625,0.9375,-0.203125
CG,3,600222,2019-11-22 06:24:34+00:00,6,-0.15625,0.9375,-0.1875
CG,3,600222,2019-11-22 06:25:25+00:00,6,-0.15625,0.953125,-0.203125
